timestamp,city,temperature,precipitation,wind_speed,humidity,country,wetbulb_temperature,climate_region,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Total renewables - TWh,Total fossil fuels - TWh,Total energy - TWh,Low carbon - TWh,Other - TWh,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%)
2022-08-20 00:00:00,Marrakech-Safi,28.8,0.0,4.7,28,Morocco,62.64455312331438,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.638994048337234,1.2721709898097773,1.6062163260136468,0.3972
2022-08-20 01:00:00,Marrakech-Safi,26.7,0.0,5.8,28,Morocco,59.8402207400628,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.6173252892505374,1.2362917544438496,1.6062163260136468,0.3972
2022-08-20 02:00:00,Marrakech-Safi,25.3,0.0,6.8,28,Morocco,57.97061259267251,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.601222230882715,1.2168386723708562,1.6062163260136468,0.3972
2022-08-20 03:00:00,Marrakech-Safi,24.7,0.0,7.9,28,Morocco,57.169337909711786,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.5939150341477797,1.2095955156623528,1.6062163260136468,0.3972
2022-08-20 04:00:00,Marrakech-Safi,24.2,0.0,8.0,27,Morocco,56.15275577871368,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.584293967650472,1.2013507760697066,1.6062163260136468,0.3972
2022-08-20 05:00:00,Marrakech-Safi,24.1,0.0,8.2,26,Morocco,55.66689169734868,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.5795572812290133,1.1977834629701989,1.6062163260136468,0.3972
2022-08-20 06:00:00,Marrakech-Safi,23.9,0.0,8.3,26,Morocco,55.40485631689011,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.5769655425850515,1.1959597287993002,1.6062163260136468,0.3972
2022-08-20 07:00:00,Marrakech-Safi,24.6,0.0,7.6,23,Morocco,55.20133550077497,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.5749345949222802,1.1945916852259244,1.6062163260136468,0.3972
2022-08-20 08:00:00,Marrakech-Safi,26.7,0.0,6.8,20,Morocco,56.58264864675387,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.5884103497706057,1.2047083849919988,1.6062163260136468,0.3972
2022-08-20 09:00:00,Marrakech-Safi,29.7,0.0,6.1,18,Morocco,59.25355447616173,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.6124149980931306,1.2298027926696211,1.6062163260136468,0.3972
2022-08-20 10:00:00,Marrakech-Safi,33.6,0.0,8.2,16,Morocco,62.71354475420519,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.6394895534497431,1.273155021555488,1.6062163260136468,0.3972
2022-08-20 11:00:00,Marrakech-Safi,36.2,0.0,10.2,14,Morocco,64.36636646479269,Savana,7.997981552207428e-06,7.997981552207428e-06,12701.47161878066,46951.64681149265,5956.5522074281735,0.0,19507.3369569026,756498.9770497545,1399938.3085143664,65960.05606166784,296776.4540995095,374999.9999999999,65960.05606166784,0.0,1.6508207186808876,1.2981841149410784,1.6062163260136468,0.3972
