city,Annee,Mois,temperature,wind_speed,humidity,wetbulb_temperature,precipitation,Other renewables (including geothermal and biomass) - TWh,Biofuels consumption - TWh,Solar consumption - TWh,Wind consumption - TWh,Hydro consumption - TWh,Nuclear consumption - TWh,Gas consumption - TWh,Coal consumption - TWh,Oil consumption - TWh,Total renewables - TWh,Total fossil fuels - TWh,Total energy - TWh,Low carbon - TWh,Other - TWh,WUE_FixedApproachDirect(L/KWh),WUE_FixedColdWaterDirect(L/KWh),WUE_Indirect(L/KWh),Leakages (%),climate_region
Drâa - Tafilalet,2023,8,36.021458333333335,13.327916666666665,12.541666666666666,62.39822778935385,0.1,0.003839031145059565,0.003839031145059565,6096706.377014717,22536790.46951647,2859145.059565523,0.0,9363521.739313249,363119508.9838821,671970388.0868958,31660826.909600563,142452697.96776456,179999999.99999994,31660826.909600563,0.0,1.635861908336544,1.2723325762364535,1.6062163260136468,0.3972,Savana
Fès - Meknès,2022,8,28.662499999999998,8.215277777777779,38.295138888888886,64.9166333735669,0.8,0.0023034186870357393,0.0023034186870357393,3658023.8262088303,13522074.281709881,1715487.035739314,0.0,5618113.043587949,217871705.3903293,403182232.8521375,18996496.14576034,85471618.78065874,107999999.99999997,18996496.14576034,0.0,1.6505955276649207,1.3172953585897273,1.6062163260136468,0.3972,Savana
Fès - Meknès,2022,9,23.85972222222222,8.552916666666667,51.36805555555556,62.27150393466658,23.5,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.6325838784211795,1.2769094063798214,1.6062163260136468,0.3972,Savana
Fès - Meknès,2022,10,23.685080645161293,7.869758064516129,35.61693548387097,57.27407380984498,38.64,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5905138851771303,1.2222877052948231,1.6062163260136468,0.3972,Savana
Fès - Meknès,2022,11,17.346527777777776,7.172083333333333,47.81666666666667,51.507502830184066,12.1,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.5298687558893884,1.191884073280283,1.6062163260136468,0.3972,Savana
Fès - Meknès,2022,12,13.766397849462367,8.625806451612904,58.848118279569896,48.63394926887828,117.15,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.4943338500125947,1.1910630450195092,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,1,9.673252688172042,7.624865591397849,62.55241935483871,42.61447856654858,40.52,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.412265855385757,1.209915419346452,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,2,11.205654761904762,9.489285714285714,58.816964285714285,44.31425126665343,122.33,0.0053746436030833915,0.0053746436030833915,8535388.927820604,31551506.65732306,4002803.0833917325,0.0,13108930.435038548,508367312.577435,940758543.3216542,44325157.67344079,199433777.1548704,251999999.9999999,44325157.67344079,0.0,1.4365143067221506,1.201695736147283,1.6062163260136468,0.39720000000000005,Savana
Fès - Meknès,2023,3,16.075940860215052,7.391129032258065,61.409946236559136,52.18846295637252,21.24,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5381321747846692,1.1925031874288092,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,4,20.915694444444444,9.301388888888889,40.454166666666666,54.29367889996851,3.45,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.559917644871832,1.2045582303492284,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,5,19.716397849462364,9.311424731182795,49.30510752688172,54.846065030103816,105.6,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5679595880014128,1.2014508700344544,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,6,25.315555555555555,8.842361111111112,45.99444444444445,62.01690335093489,38.65,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.6313920528621135,1.271561236396998,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,7,29.39287634408602,8.874596774193549,32.505376344086024,63.75066190013104,1.7999999999999998,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.6441903244829204,1.295356414799607,1.6062163260136468,0.3972,Savana
Fès - Meknès,2023,8,31.68708333333333,8.627083333333333,25.314583333333335,63.83616612064129,3.0,0.003839031145059565,0.003839031145059565,6096706.377014717,22536790.46951647,2859145.059565523,0.0,9363521.739313249,363119508.9838821,671970388.0868958,31660826.909600563,142452697.96776456,179999999.99999994,31660826.909600563,0.0,1.6450335310539466,1.295958249577485,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2022,8,25.623611111111114,12.956597222222221,53.46180555555556,64.90110419562066,1.1,0.0023034186870357393,0.0023034186870357393,3658023.8262088303,13522074.281709881,1715487.035739314,0.0,5618113.043587949,217871705.3903293,403182232.8521375,18996496.14576034,85471618.78065874,107999999.99999997,18996496.14576034,0.0,1.6517627020127112,1.3136262132183851,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2022,9,22.512916666666666,16.065694444444443,63.92638888888889,63.35016420695624,9.9,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.6424023362490352,1.2867094696991033,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2022,10,25.451209677419357,13.006720430107526,35.23790322580645,58.68454644022001,2.7,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.6026415616466223,1.237019657037527,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2022,11,20.68875,8.878055555555555,42.13194444444444,54.22411973817086,0.2,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.560777821641569,1.1998999210528893,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2022,12,17.49233870967742,13.376209677419354,51.43817204301075,52.48701685157733,30.9,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5408286447026658,1.1952725700724924,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,1,14.470564516129032,12.353360215053764,45.64381720430107,46.51415293351464,1.1,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.4688771298346792,1.18841613422532,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,2,14.238988095238096,20.38363095238095,49.563988095238095,47.1220498937248,63.89,0.0053746436030833915,0.0053746436030833915,8535388.927820604,31551506.65732306,4002803.0833917325,0.0,13108930.435038548,508367312.577435,940758543.3216542,44325157.67344079,199433777.1548704,251999999.9999999,44325157.67344079,0.0,1.476834486362353,1.1874035252024207,1.6062163260136468,0.39720000000000005,Savana
Guelmim - Oued Noun,2023,3,21.877822580645162,11.473118279569892,42.91532258064516,55.2928940903544,0.0,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.573256817860449,1.202194195561229,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,4,21.342916666666667,14.764583333333333,47.333333333333336,56.14356110338785,9.9,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.5809910127435356,1.2099470177981515,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,5,20.01048387096774,19.25537634408602,60.155913978494624,57.7691269186361,6.0,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5974035453524875,1.2203591688374835,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,6,23.14027777777778,18.316111111111113,59.80833333333333,62.530702099553935,6.300000000000001,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.6356381850316122,1.2773905552516267,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,7,24.537096774193547,13.801881720430108,56.43413978494624,63.72143930561838,1.4,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.6446829813492316,1.2930454302372183,1.6062163260136468,0.3972,Savana
Guelmim - Oued Noun,2023,8,28.756666666666668,13.278541666666666,42.74583333333333,64.55817784111314,1.4000000000000001,0.003839031145059565,0.003839031145059565,6096706.377014717,22536790.46951647,2859145.059565523,0.0,9363521.739313249,363119508.9838821,671970388.0868958,31660826.909600563,142452697.96776456,179999999.99999994,31660826.909600563,0.0,1.6503774006669911,1.3058295210797053,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2022,8,28.88993055555555,10.415277777777778,36.201388888888886,64.08212030917056,0.0,0.0023034186870357393,0.0023034186870357393,3658023.8262088303,13522074.281709881,1715487.035739314,0.0,5618113.043587949,217871705.3903293,403182232.8521375,18996496.14576034,85471618.78065874,107999999.99999997,18996496.14576034,0.0,1.645915178835985,1.3018519652869418,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2022,9,24.479861111111113,10.247916666666667,49.234722222222224,62.475154126258914,26.1,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.6345105762008767,1.278562879321631,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2022,10,24.10295698924731,7.853897849462366,32.59274193548387,56.72060830851668,15.25,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5849302604933468,1.2187306446718134,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2022,11,19.226666666666667,8.083888888888888,40.22083333333333,52.12647563906797,4.1,0.005758546717589348,0.005758546717589348,9145059.565522077,33805185.70427471,4288717.5893482845,0.0,14045282.608969873,544679263.4758232,1007955582.1303438,47491240.36440085,213679046.95164686,269999999.99999994,47491240.36440085,0.0,1.5366714392508338,1.1943571497221668,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2022,12,15.614784946236558,7.786424731182796,50.99327956989247,49.685264954835475,30.400000000000002,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.50689802138867,1.1925405793073487,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2023,1,11.936424731182797,8.44005376344086,52.74596774193548,44.22348002375366,8.7,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.43541410753922,1.2016096888715109,1.6062163260136468,0.3972,Savana
Marrakech - Safi,2023,2,13.219940476190475,8.359077380952382,50.544642857142854,45.72488004297769,64.6,0.0053746436030833915,0.0053746436030833915,8535388.927820604,31551506.65732306,4002803.0833917325,0.0,13108930.435038548,508367312.577435,940758543.3216542,44325157.67344079,199433777.1548704,251999999.9999999,44325157.67344079,0.0,1.4563339449160941,1.1956938520081664,1.6062163260136468,0.39720000000000005,Savana
Marrakech - Safi,2023,3,20.740188172043013,9.94744623655914,41.780913978494624,54.13924971381055,0.0,0.005950498274842326,0.005950498274842326,9449894.884372812,34932025.22775053,4431674.842326561,0.0,14513458.695935534,562835238.9250174,1041554101.5346886,49074281.70988087,220801681.85003507,278999999.99999994,49074281.70988087,0.0,1.5605162933355707,1.1977510902752038,1.6062163260136468,0.3972,Savana
